book_name,book_Price,book_reviews,book_rating,book_date,book_discount,book_author
"Mastering Machine Learning Algorithms: Expert techniques for implementing popular machine learning algorithms, fine-tuning your models, and understanding how they work, 2nd Edition","2,782",43,4.3 out of 5 stars,31-Jan-20,(20% off),by Giuseppe Bonaccorso | 31 January 2020
"Linux Kernel Programming Part 2 - Char Device Drivers and Kernel Synchronization: Create user-kernel interfaces, work with peripheral I/O, and handle hardware interrupts","2,227",93,4.7 out of 5 stars,19-Mar-21,(20% off),by Kaiwan N Billimoria | 19 March 2021
React 16 Essentials -,"1,828",4,3.8 out of 5 stars,30-Nov-17,(20% off),by Artemij Fedosejev and Adam Boduch | 30 November 2017
Taking Flutter to Web: Learn to build cross-platform UIs for web and mobile platforms using Flutter for Web,"3,399",,,09-Sep-22,,by Damodar Lohani | 9 September 2022
Scalable Data Architecture with Java: Build efficient enterprise grade data architecting solutions using JAVA,"2,704",,,07-Oct-22,(20% off),by Sinchan Banerjee | 7 October 2022
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,"3,100",11,4.8 out of 5 stars,30-Sep-21,(20% off),by Nathan George | 30 September 2021
Mastering GUI Programming with Python: Develop impressive cross-platform GUI applications with PyQt,"2,464",104,4.3 out of 5 stars,24-May-19,(20% off),by Alan D. Moore | 24 May 2019
"Extreme C: Taking you to the limit in Concurrency, OOP, and the most advanced capabilities of C","3,100",116,4.5 out of 5 stars,31-Oct-19,(20% off),by Kamran Amini | 31 October 2019
"Jira 8 Administration Cookbook: Over 90 recipes to administer, customize, and extend Jira Core and Jira Service Desk, 3rd Edition","1,828",27,4.4 out of 5 stars,27-Jun-19,(20% off),by Patrick Li | 27 June 2019
"Cybersecurity – Attack and Defense Strategies: Counter modern threats and employ state-of-the-art tools and techniques to protect your organization against cybercriminals, 2nd Edition","2,464",144,4.6 out of 5 stars,31-Dec-19,(20% off),by Yuri Diogenes and Dr. Erdal Ozkaya | 31 December 2019
Deep Learning with TensorFlow and Keras,"2,943",,,05-Oct-22,(20% off),by Amita Kapoor | 5 October 2022
"Extreme C: Taking you to the limit in Concurrency, OOP, and the most advanced capabilities of C","3,100",116,4.5 out of 5 stars,31-Oct-19,(20% off),by Kamran Amini | 31 October 2019
"Jira 8 Administration Cookbook: Over 90 recipes to administer, customize, and extend Jira Core and Jira Service Desk, 3rd Edition","1,828",27,4.4 out of 5 stars,27-Jun-19,(20% off),by Patrick Li | 27 June 2019
"Cybersecurity – Attack and Defense Strategies: Counter modern threats and employ state-of-the-art tools and techniques to protect your organization against cybercriminals, 2nd Edition","2,464",144,4.6 out of 5 stars,31-Dec-19,(20% off),by Yuri Diogenes and Dr. Erdal Ozkaya | 31 December 2019
Deep Learning with TensorFlow and Keras,"2,943",,,05-Oct-22,(20% off),by Amita Kapoor | 5 October 2022
Hands-On Functional Programming in Rust: Build modular and reactive applications with functional programming techniques in Rust 2018,"2,454",11,3.1 out of 5 stars,31-May-18,(30% off),by Andrew Johnson | 31 May 2018
Deep Learning for Computer Vision: Expert techniques to train advanced neural networks using TensorFlow and Keras,"2,464",33,3.5 out of 5 stars,23-Jan-18,(20% off),by Rajalingappaa Shanmugamani | 23 January 2018
In-Memory Analytics with Apache Arrow: Perform faster and more efficient data analytics on both flat and hierarchical data structures,"4,893",6,4.6 out of 5 stars,17-Jun-22,(15% off),by Matthew Topol | 17 June 2022
"Flutter for Beginners: An introductory guide to building cross-platform mobile applications with Flutter 2.5 and Dart, 2nd Edition","2,784",12,4.6 out of 5 stars,18-Oct-21,(20% off),"by Thomas Bailey , Alessandro Biessek , et al. | 18 October 2021"
"Microsoft Dynamics 365 Extensions Cookbook: Add functionality to existing model elements, source code and finally package and deploy using DevOps","3,419",14,3.7 out of 5 stars,07-Jun-17,(20% off),by Rami Mounla | 7 June 2017
"Customizing ASP.NET Core 6.0: Learn to turn the right screws to optimize ASP.NET Core applications for better performance, 2nd Edition","1,828",6,4.0 out of 5 stars,31-Dec-21,(20% off),"by Jürgen Gutsch , Damien Bowden, et al. | 31 December 2021"
"Unreal Engine 4 Virtual Reality Projects: Build immersive, real-world VR applications using UE4, C++, and Unreal Blueprints","2,464",55,4.6 out of 5 stars,30-Apr-19,(20% off),by Kevin Mack and Robert Ruud | 30 April 2019
Mastering Azure Security: Safeguard your Azure workload with innovative cloud security measures,"2,039",43,4.6 out of 5 stars,07-May-20,(15% off),by Mustafa Toroman and Tom Janetscheck | 7 May 2020
"Mastering Swift 5.3: Upgrade your knowledge and become an expert in the latest version of the Swift programming language, 6th Edition","2,226",42,4.2 out of 5 stars,23-Nov-20,(20% off),by Jon Hoffman | 23 November 2020
WordPress Plugin Development Cookbook -: Create powerful plugins to extend the world's most popular CMS,"2,464",22,4.4 out of 5 stars,26-Jul-17,(20% off),by Yannick Lefebvre | 26 July 2017
"CISA – Certified Information Systems Auditor Study Guide: Aligned with the CISA Review Manual 2019 to help you audit, monitor, and assess information systems","3,100",210,4.6 out of 5 stars,21-Aug-20,(20% off),by Hemang Doshi | 21 August 2020
Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python,"2,226",12,4.7 out of 5 stars,07-Sep-21,(20% off),"by Mirza Rahim Baig , Gururajan Govindan , et al. | 7 September 2021"
"Salesforce Data Architecture and Management: A pragmatic guide for aspiring Salesforce architects and developers to manage, govern, and secure their data effectively","2,782",13,4.0 out of 5 stars,30-Jul-21,(20% off),by Ahsan Zafar | 30 July 2021
"Mastering Blockchain: A deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more, 3rd Edition",554,171,4.4 out of 5 stars,31-Aug-20,(44% off),by Imran Bashir | 31 August 2020
Node.js Design Patterns -: Master best practices to build modular and scalable server-side web applications,"3,100",57,4.4 out of 5 stars,06-Jan-16,(20% off),by Mario Casciaro and Luciano Mammino | 6 January 2016
Hands-On Reactive Programming with Python: Event-driven development unraveled with RxPY,"2,782",3,4.4 out of 5 stars,25-Oct-18,(20% off),by Romain Picard | 25 October 2018
Wireshark Essentials,"1,510",12,4.6 out of 5 stars,28-Oct-14,(20% off),by James H. Baxter | 28 October 2014
"Mastering Python Design Patterns: A guide to creating smart, efficient, and reusable software, 2nd Edition","2,784",43,4.4 out of 5 stars,31-Aug-18,(20% off),by Kamon Ayeva and Sakis Kasampalis | 31 August 2018
Salesforce Essentials for Administrators,"1,828",17,3.8 out of 5 stars,10-Oct-14,(20% off),by Mohith Shrivastava | 10 October 2014
"Microsoft Identity and Access Administrator Exam Guide: Implement IAM solutions with Azure AD, build an identity governance strategy, and pass the SC-300 exam","2,784",5,5.0 out of 5 stars,10-Mar-22,(20% off),by Dwayne Natwick and Shannon Kuehn | 10 March 2022
Learning Continuous Integration with Jenkins: A beginner's guide to implementing Continuous Integration and Continuous Delivery using Jenkins,"3,736",4,4.1 out of 5 stars,06-Jan-16,(20% off),by Nikhil Pathania | 6 January 2016
Building Computer Vision Projects with OpenCV 4 and C++: Implement complex computer vision algorithms and explore deep learning and face detection,"3,100",31,4.1 out of 5 stars,26-Mar-19,(20% off),"by David Millán Escrivá, Prateek Joshi , et al. | 26 March 2019"
Hands-On Machine Learning for Algorithmic Trading: Design and implement investment strategies based on smart algorithms that learn from data using Python,"3,736",35,3.9 out of 5 stars,31-Dec-18,(20% off),by Stefan Jansen | 31 December 2018
"Learning AWS IoT: Effectively manage connected devices on the AWS cloud using services such as AWS Greengrass, AWS button, predictive analytics and machine learning","2,464",7,3.1 out of 5 stars,29-Jan-18,(20% off),by Agus Kurniawan | 29 January 2018
"Spring Boot 2.0 Cookbook: Configure, test, extend, deploy, and monitor your Spring Boot application both outside and inside the cloud, 2nd Edition","2,782",6,3.0 out of 5 stars,26-Feb-18,(20% off),by Alex Antonov | 26 February 2018
"Advanced C++ Programming Cookbook: Become an expert C++ programmer by mastering concepts like templates, concurrency, and type deduction","2,466",21,3.9 out of 5 stars,30-Jan-20,(20% off),by Dr. Rian Quinn | 30 January 2020
Developing Middleware in Java EE 8: Build robust middleware solutions using the latest technologies and trends,"2,782",,,30-Jun-18,(20% off),by Abdalla Mahmoud | 30 June 2018
Learn C# in 7 days,"2,465",7,2.7 out of 5 stars,06-Oct-17,(20% off),by Gaurav Aroraa | 6 October 2017
Angular 2 Cookbook: Discover over 70 recipes that provide the solutions you need to know to face every challenge in Angular 2 head on,"2,640",26,4.1 out of 5 stars,20-Jan-17,(25% off),by Matt Frisbie | 20 January 2017
"Julia High Performance: Optimizations, distributed computing, multithreading, and GPU programming with Julia 1.0 and beyond, 2nd Edition","1,828",11,4.2 out of 5 stars,10-Jun-19,(20% off),by Avik Sengupta and Alan Edelman | 10 June 2019
"Internet of Things for Architects: Architecting IoT solutions by implementing sensors, communication infrastructure, edge computing, analytics, and security","2,200",35,4.2 out of 5 stars,22-Jan-18,(27% off),by Perry Lea | 22 January 2018
Learning Qlik Sense®: The Official Guide -: The Official Guide Second Edition: Get the most out of your Qlik Sense investment with the latest insight and guidance direct from the Qlik Sense team,"3,101",23,3.6 out of 5 stars,24-Dec-15,(20% off),"by Christopher Ilacqua, Henric Cronstrom, et al. | 24 December 2015"
"ROS Robotics Projects: Build and control robots powered by the Robot Operating System, machine learning, and virtual reality, 2nd Edition","2,784",22,3.8 out of 5 stars,18-Dec-19,(20% off),by Ramkumar Gandhinathan and Lentin Joseph | 18 December 2019
Google Cloud for DevOps Engineers: A practical guide to SRE and achieving Google's Professional Cloud DevOps Engineer certification,"2,782",19,4.5 out of 5 stars,02-Jul-21,(20% off),by Sandeep Madamanchi | 2 July 2021
Mastering Unit Testing Using Mockito and JUnit,"2,703",18,4.1 out of 5 stars,15-Jul-14,(20% off),by Sujoy Acharya | 15 July 2014
The The Complete Coding Interview Guide in Java: An effective guide for aspiring Java developers to ace their programming interviews,"2,782",45,4.5 out of 5 stars,28-Aug-20,(20% off),by Anghel Leonard | 28 August 2020
Expert Angular,"3,100",3,3.9 out of 5 stars,31-Jul-17,(20% off),"by Mathieu Nayrolles, Rajesh Gunasundaram , et al. | 31 July 2017"
"Building Web APIs with FastAPI and Python: A fast-paced guide to building high-performance, robust web APIs with very little boilerplate code","2,386",3,4.4 out of 5 stars,01-Aug-22,(20% off),by Abdulazeez Abdulazeez Adeshina | 1 August 2022
Discrete-Time Control Systems,668,31,4.4 out of 5 stars,01-Jan-15,(12% off),by Ogata | 1 January 2015
Full Stack Web Development with Raspberry Pi 3,"2,226",7,3.9 out of 5 stars,03-Aug-17,(20% off),by Soham Kamani | 3 August 2017
Go Standard Library Cookbook: Over 120 specific ways to make full use of the standard library components in Golang,"3,100",5,3.9 out of 5 stars,27-Feb-18,(20% off),by Radomír Sohlich | 27 February 2018
Android Programming with Kotlin for Beginners: Build Android apps starting from zero programming experience with the new Kotlin programming language,"2,535",61,4.0 out of 5 stars,30-Apr-19,(18% off),by John Horton | 30 April 2019
Kali Linux Pentesting Cookbook,"2,449",53,4.1 out of 5 stars,01-Jan-17,(23% off),by Himanshu Sharma | 1 January 2017
Burp Suite Essentials,"1,828",30,4.0 out of 5 stars,28-Nov-14,(20% off),by Akash Mahajan | 28 November 2014
Network Automation Cookbook: Proven and actionable recipes to automate and manage network devices using Ansible,"2,464",38,4.7 out of 5 stars,17-Apr-20,(20% off),by Karim Okasha | 17 April 2020
React Projects -: Build advanced cross-platform projects with React and React Native to become a professional developer,"2,226",7,3.9 out of 5 stars,30-Jun-22,(20% off),by Roy Derks | 30 June 2022
Hands-On Application Development with PyCharm: Accelerate your Python applications using practical coding techniques in PyCharm,"2,464",21,4.5 out of 5 stars,27-Sep-19,(20% off),by Quan Nguyen | 27 September 2019
"Mastering VMware vSphere 6.7: Effectively deploy, manage, and monitor your virtual datacenter with VMware vSphere 6.7, 2nd Edition","2,464",42,4.5 out of 5 stars,07-Mar-19,(20% off),"by Martin Gavanda , Andrea Mauro , et al. | 7 March 2019"
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools","2,464",16,4.8 out of 5 stars,31-Mar-21,(20% off),by David Mertz | 31 March 2021
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,"2,464",39,4.4 out of 5 stars,30-Mar-19,(20% off),by Nipun Jaswal | 30 March 2019
Microsoft Power BI Cookbook: Over 100 recipes for creating powerful Business Intelligence solutions to aid effective decision-making,"3,300",63,4.2 out of 5 stars,27-Sep-17,(30% off),by Brett Powell | 27 September 2017
SharePoint Development with the SharePoint Framework: Design and implement state-of-the-art customizations for SharePoint,"2,782",22,4.1 out of 5 stars,29-Sep-17,(20% off),by Jussi Roine and Olli Jaaskelainen | 29 September 2017
C++17 STL Cookbook: Discover the latest enhancements to functional programming and lambda expressions,"3,100",27,4.3 out of 5 stars,28-Jun-17,(20% off),by Jacek Galowicz | 28 June 2017
Hands-On Design Patterns and Best Practices with Julia: Proven solutions to common problems in software design for Julia 1.x,"2,466",24,4.4 out of 5 stars,17-Jan-20,(20% off),by Tom Kwong and Stefan Karpinski | 17 January 2020
Learn PostgreSQL: Build and manage high-performance database solutions using PostgreSQL 12 and 13,"2,784",32,4.4 out of 5 stars,09-Oct-20,(20% off),by Luca Ferrari and Enrico Pirozzi | 9 October 2020
"Concurrent Patterns and Best Practices: Build scalable apps with patterns in multithreading, synchronization, and functional programming","2,464",2,4.0 out of 5 stars,27-Sep-18,(20% off),by Atul S. Khot | 27 September 2018
Programming Microsoft Dynamics® NAV 2013,"1,800",9,4.6 out of 5 stars,22-Feb-13,(65% off),by David A. Studebaker and Christopher D. Studebaker | 22 February 2013
